,GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
47,FALSE,Senior,Middle,Normal,Current,,Football,,FamilySedan,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
48,FALSE,Adult,Prole,Adventurous,Older,,EggShell,,SportsCar,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
49,FALSE,Adolescent,Middle,Adventurous,Older,Moderate,EggShell,Moderate,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Many
50,FALSE,Adolescent,Middle,Normal,Older,,Football,,FamilySedan,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Zero
51,FALSE,Adolescent,Middle,Normal,Current,,Football,,FamilySedan,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many
52,FALSE,Adult,Prole,Normal,Older,,EggShell,,SportsCar,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero
53,FALSE,Senior,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,FALSE,Normal,FALSE,TenThou,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,TenThou,Poor,FALSE,Thousand,One
54,FALSE,Adolescent,Middle,Adventurous,Current,Moderate,Football,Moderate,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,City,FALSE,HundredThou,HundredThou,TRUE,Thousand,Good,TRUE,Thousand,Many
55,FALSE,Senior,UpperMiddle,Normal,Current,,Tank,,Luxury,Normal,FiveThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
56,TRUE,Adolescent,Middle,Adventurous,Older,,Football,,FamilySedan,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,One
57,FALSE,Adult,UpperMiddle,Normal,Current,Severe,Tank,Moderate,Luxury,Poor,FiftyThou,TRUE,SubStandard,FALSE,HundredThou,FALSE,FiftyThou,Suburb,TRUE,HundredThou,TenThou,TRUE,Thousand,Excellent,TRUE,Thousand,Many
58,FALSE,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,Domino,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,HundredThou,TRUE,Thousand,Fair,FALSE,Thousand,Many
59,FALSE,Adolescent,Middle,Adventurous,Current,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,TRUE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,FALSE,HundredThou,TenThou,TRUE,Thousand,Good,TRUE,Thousand,Many
60,FALSE,Adult,Middle,Adventurous,Older,,Football,,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
61,FALSE,Senior,Prole,Cautious,Current,,EggShell,,FamilySedan,Excellent,TwentyThou,TRUE,Expert,TRUE,Thousand,FALSE,TwentyThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero
62,FALSE,Adult,Prole,Adventurous,Older,,EggShell,,Economy,Excellent,FiftyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
63,FALSE,Adult,UpperMiddle,Normal,Current,,Football,,FamilySedan,Normal,FiveThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
64,FALSE,Adult,Prole,Adventurous,Older,,EggShell,,Economy,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
65,FALSE,Adult,Middle,Normal,Current,,EggShell,,SportsCar,Normal,FiveThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero
66,FALSE,Adult,Prole,Normal,Current,,Football,,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Zero
67,FALSE,Adolescent,UpperMiddle,Adventurous,Current,Severe,Football,Severe,Luxury,Poor,FiftyThou,TRUE,SubStandard,FALSE,HundredThou,FALSE,FiftyThou,Suburb,FALSE,HundredThou,TenThou,TRUE,Thousand,Fair,TRUE,Thousand,Many
68,FALSE,Adult,Middle,Normal,Older,,EggShell,,SportsCar,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
69,FALSE,Senior,Prole,Normal,Older,,EggShell,,SportsCar,Normal,FiftyThou,FALSE,Normal,TRUE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
70,FALSE,Adult,Wealthy,Normal,Current,,Tank,,SuperLuxury,Excellent,TwentyThou,TRUE,Expert,FALSE,Thousand,FALSE,Million,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
71,FALSE,Adult,Middle,Normal,Older,,Tank,,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero
72,FALSE,Adolescent,UpperMiddle,Cautious,Current,Moderate,EggShell,Moderate,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Secure,TRUE,HundredThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,One
73,FALSE,Adult,Middle,Normal,Current,Severe,Football,Severe,FamilySedan,Poor,Domino,TRUE,SubStandard,FALSE,TenThou,FALSE,TenThou,Rural,FALSE,HundredThou,HundredThou,TRUE,Thousand,Excellent,TRUE,Thousand,One
74,FALSE,Adult,Prole,Adventurous,Older,,EggShell,,Economy,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,One
75,FALSE,Adult,Middle,Normal,Older,,Football,,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
76,FALSE,Adult,Middle,Cautious,Current,,Football,,FamilySedan,Normal,Domino,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
77,FALSE,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Rural,FALSE,Million,HundredThou,FALSE,TenThou,Poor,FALSE,Thousand,Many
78,FALSE,Adolescent,Middle,Normal,Older,,EggShell,,SportsCar,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
79,TRUE,Adolescent,Prole,Cautious,Older,,EggShell,,Economy,Excellent,FiftyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
80,FALSE,Senior,Middle,Cautious,Older,,Football,,FamilySedan,Excellent,Domino,FALSE,Normal,TRUE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,FALSE,Thousand,Good,FALSE,Thousand,Zero
81,FALSE,Adult,Middle,Normal,Older,,EggShell,,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,TRUE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero
82,FALSE,Adult,UpperMiddle,Normal,Current,,EggShell,,SportsCar,Normal,FiveThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero
83,FALSE,Adult,Prole,Normal,Older,,EggShell,,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
84,FALSE,Senior,UpperMiddle,Cautious,Current,,Football,,FamilySedan,Normal,FiftyThou,TRUE,Normal,TRUE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
85,FALSE,Adolescent,Prole,Adventurous,Older,,Football,,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero
86,FALSE,Adult,Prole,Adventurous,Older,,Football,,Economy,Poor,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,One
87,FALSE,Adolescent,Middle,Adventurous,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,FALSE,Normal,FALSE,TenThou,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,TenThou,Poor,FALSE,Thousand,One
88,FALSE,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,FALSE,Normal,FALSE,TenThou,FALSE,FiveThou,City,FALSE,TenThou,TenThou,FALSE,Thousand,Poor,FALSE,Thousand,Zero
89,FALSE,Adult,Middle,Normal,Current,,EggShell,,FamilySedan,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
90,FALSE,Adult,Prole,Normal,Older,,EggShell,,Economy,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Rural,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,TRUE,Thousand,Many
91,FALSE,Adult,Middle,Normal,Older,,Football,,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero
92,FALSE,Adolescent,Prole,Normal,Older,,EggShell,,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
93,FALSE,Senior,UpperMiddle,Normal,Older,,Football,,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero
94,FALSE,Adolescent,UpperMiddle,Cautious,Older,,EggShell,,SportsCar,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero
95,FALSE,Adult,Prole,Normal,Older,,EggShell,,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
96,FALSE,Adult,Middle,Normal,Current,,Football,,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,TenThou,Thousand,FALSE,Thousand,Excellent,TRUE,Thousand,Zero
97,FALSE,Adolescent,Middle,Adventurous,Older,,Tank,,FamilySedan,Excellent,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,One
98,FALSE,Adult,Prole,Normal,Older,,EggShell,,SportsCar,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero
99,FALSE,Adult,Middle,Cautious,Current,,Football,,FamilySedan,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,TenThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero
100,FALSE,Adult,Prole,Cautious,Older,,EggShell,,SportsCar,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero
101,FALSE,Adult,Middle,Normal,Current,Severe,Football,Severe,Economy,Poor,FiveThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,Suburb,FALSE,HundredThou,HundredThou,FALSE,Thousand,Good,TRUE,Thousand,One
102,FALSE,Senior,UpperMiddle,Cautious,Current,,EggShell,,SportsCar,Excellent,FiftyThou,TRUE,Expert,TRUE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero
103,FALSE,Adult,UpperMiddle,Adventurous,Current,,EggShell,,SportsCar,Excellent,FiftyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero
104,FALSE,Senior,Prole,Cautious,Older,,EggShell,,Economy,Excellent,TwentyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero
105,FALSE,Adult,Prole,Adventurous,Older,,EggShell,,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Many
106,FALSE,Adolescent,Prole,Adventurous,Older,,EggShell,,SportsCar,Excellent,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Rural,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero
107,FALSE,Adult,UpperMiddle,Normal,Current,,Football,,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
108,FALSE,Senior,Middle,Cautious,Current,,Tank,,SportsCar,Normal,FiftyThou,TRUE,Normal,TRUE,Thousand,FALSE,TwentyThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero
